,Family,genuses
749,Lauraceae,"['Aiouea', 'Aniba', 'Beilschmiedia', 'Cassytha', 'Cinnamomum', 'Cryptocarya', 'Endiandra', 'Eusideroxylon', 'Hornera', 'Laurus', 'Licaria', 'Lindera', 'Litsea', 'Nectandra', 'Ocotea', 'Persea', 'Phoebe', 'Sassafras', 'Umbellularia']"
750,Monimiaceae,"['Mollinedia', 'Peumus']"
751,Siparunaceae,[]
752,Annonaceae,"['Anaxagorea', 'Annona', 'Artabotrys', 'Asimina', 'Cananga', 'Deeringothamnus', 'Duguetia', 'Friesodielsia', 'Guatteria', 'Meiogyne', 'Monodora', 'Oxandra', 'Stelechocarpus', 'Xylopia']"
753,Degeneriaceae,[]
754,Eupomatiaceae,[]
755,Himantandraceae,[]
756,Magnoliaceae,"['Liriodendron', 'Magnolia', 'Parakmeria', 'Talauma']"
757,Myristicaceae,"['Horsfieldia', 'Myristica', 'Virola']"
758,Aristolochiaceae,"['Aristolochia', 'Asarum', 'Hexastylis']"
759,Hydnoraceae,[]
760,Piperaceae,"['Peperomia', 'Piper']"
761,Saururaceae,"['Anemopsis', 'Houttuynia', 'Saururus']"
762,Gunneraceae,['Gunnera']
763,Myrothamnaceae,[]
764,Cabombaceae,"['Brasenia', 'Cabomba']"
765,Hydatellaceae,[]
766,Nymphaeaceae,"['Euryale', 'Nuphar', 'Nymphaea', 'Victoria']"
767,Nelumbonaceae,['Nelumbo']
768,Platanaceae,['Platanus']
769,Proteaceae,"['Banksia', 'Conospermum', 'Embothrium', 'Grevillea', 'Hakea', 'Isopogon', 'Leucospermum', 'Macadamia', 'Orothamnus', 'Protea', 'Stenocarpus']"
770,Sabiaceae,['Meliosma']
771,Berberidaceae,"['Achlys', 'Berberis', 'Caulophyllum', 'Diphylleia', 'Epimedium', 'Jeffersonia', 'Nandina', 'Podophyllum', 'Vancouveria', 'X']"
772,Circaeasteraceae,[]
773,Eupteleaceae,[]
774,Lardizabalaceae,['Akebia']
775,Menispermaceae,"['Calycocarpum', 'Chondrodendron', 'Cissampelos', 'Cocculus', 'Dioscoreophyllum', 'Fibraurea', 'Hyperbaena', 'Jateorhiza', 'Menispermum']"
776,Papaveraceae,"['Adlumia', 'Arctomecon', 'Argemone', 'Bocconia', 'Canbya', 'Chelidonium', 'Corydalis', 'Dendromecon', 'Dicentra', 'Eschscholzia', 'Fumaria', 'Glaucium', 'Hesperomecon', 'Hunnemannia', 'Hypecoum', 'Macleaya', 'Meconella', 'Meconopsis', 'Papaver', 'Platystemon', 'Pseudofumaria', 'Roemeria', 'Romneya', 'Sanguinaria', 'Stylophorum']"
777,Ranunculaceae,"['Aconitum', 'Actaea', 'Adonis', 'Anemone', 'Aquilegia', 'Caltha', 'Ceratocephala', 'Clematis', 'Consolida', 'Coptis', 'Delphinium', 'Enemion', 'Eranthis', 'Helleborus', 'Hydrastis', 'Myosurus', 'Nigella', 'Ranunculus', 'Thalictrum', 'Trautvetteria', 'Trollius', 'Xanthorhiza']"
778,Akaniaceae,[]
779,Bataceae,['Batis']
780,Borthwickiaceae,[]
781,Brassicaceae,"['Aethionema', 'Alliaria', 'Alyssoides', 'Alyssum', 'Anelsonia', 'Aphragmus', 'Arabidopsis', 'Arabis', 'Armoracia', 'Athysanus', 'Aubrieta', 'Aurinia', 'Barbarea', 'Berteroa', 'Boechera', 'Brassica', 'Braya', 'Bunias', 'Cakile', 'Calepina', 'Camelina', 'Capsella', 'Cardamine', 'Carrichtera', 'Caulanthus', 'Chlorocrambe', 'Chorispora', 'Christolea', 'Cochlearia', 'Coelophragmus', 'Coincya', 'Conringia', 'Crambe', 'Cusickiella', 'Descurainia', 'Dimorphocarpa', 'Diplotaxis', 'Dithyrea', 'Draba', 'Dryopetalon', 'Eruca', 'Erucastrum', 'Erysimum', 'Euclidium', 'Eutrema', 'Halimolobos', 'Hesperidanthus', 'Hesperis', 'Hirschfeldia', 'Hornungia', 'Iberis', 'Idahoa', 'Iodanthus', 'Ionopsidium', 'Isatis', 'Leavenworthia', 'Lepidium', 'Lobularia', 'Lunaria', 'Lyrocarpa', 'Malcolmia', 'Mancoa', 'Matthiola', 'Microthlaspi', 'Moricandia', 'Myagrum', 'Nasturtium', 'Neotorularia', 'Nerisyrenia', 'Neslia', 'Nevada', 'Noccaea', 'Orychophragmus', 'Parrya', 'Paysonia', 'Pennellia', 'Phoenicaulis', 'Physaria', 'Planodes', 'Polyctenium', 'Raphanus', 'Rapistrum', 'Rorippa', 'Sandbergia', 'Schivereckia', 'Selenia', 'Sibara', 'Sibaropsis', 'Sinapis', 'Sisymbrium', 'Smelowskia', 'Solms-laubachia', 'Stanleya', 'Streptanthella', 'Streptanthus', 'Strigosella', 'Subularia', 'Synthlipsis', 'Teesdalia', 'Thelypodiopsis', 'Thelypodium', 'Thlaspi', 'Thysanocarpus', 'Transberingia', 'Tropidocarpum', 'Turritis', 'Warea']"
782,Capparaceae,"['Atamisquea', 'Boscia', 'Cadaba', 'Capparidastrum', 'Capparis', 'Crateva', 'Cynophalla', 'Forchhammeria', 'Maerua', 'Morisonia', 'Quadrella']"
783,Caricaceae,"['Carica', 'Jarilla', 'Vasconcellea']"
784,Cleomaceae,"['Arivela', 'Carsonia', 'Cleome', 'Cleomella', 'Cleoserrata', 'Gynandropsis', 'Hemiscola', 'Oxystylis', 'Peritoma', 'Polanisia', 'Tarenaya', 'Wislizenia']"
785,Emblingiaceae,[]
786,Gyrostemonaceae,[]
787,Koeberliniaceae,['Koeberlinia']
788,Limnanthaceae,"['Floerkea', 'Limnanthes']"
789,Moringaceae,['Moringa']
790,Pentadiplandraceae,[]
791,Resedaceae,"['Oligomeris', 'Reseda']"
792,Salvadoraceae,[]
793,Setchellanthaceae,[]
794,Stixaceae,[]
795,Tovariaceae,[]
796,Tropaeolaceae,['Tropaeolum']
797,Celastraceae,"['Canotia', 'Cassine', 'Catha', 'Celastrus', 'Crossopetalum', 'Elaeodendron', 'Euonymus', 'Gyminda', 'Hippocratea', 'Lepuropetalon', 'Maytenus', 'Mortonia', 'Parnassia', 'Paxistima', 'Pristimera', 'Salacia', 'Schaefferia', 'Stackhousia', 'Torralbasia']"
798,Lepidobotryaceae,[]
799,Aphloiaceae,[]
800,Crossosomataceae,"['Apacheria', 'Crossosoma', 'Glossopetalon', 'Velascoa']"
801,Geissolomataceae,[]
802,Guamatelaceae,[]
803,Stachyuraceae,[]
804,Staphyleaceae,"['Staphylea', 'Turpinia']"
805,Strasburgeriaceae,[]
806,Anisophylleaceae,[]
807,Apodanthaceae,['Pilostyles']
808,Begoniaceae,"['Begonia', 'Hillebrandia']"
809,Coriariaceae,[]
810,Corynocarpaceae,['Corynocarpus']
811,Cucurbitaceae,"['Apodanthera', 'Benincasa', 'Brandegea', 'Bryonia', 'Cayaponia', 'Citrullus', 'Coccinia', 'Corallocarpus', 'Ctenolepis', 'Cucumis', 'Cucurbita', 'Cyclanthera', 'Doyerea', 'Ecballium', 'Echinocystis', 'Echinopepon', 'Fevillea', 'Hodgsonia', 'Ibervillea', 'Lagenaria', 'Luffa', 'Marah', 'Melothria', 'Momordica', 'Psiguria', 'Sechium', 'Sicana', 'Sicyos', 'Sicyosperma', 'Telfairia', 'Thladiantha', 'Trichosanthes', 'Tumamoca', 'Zehneria']"
812,Datiscaceae,['Datisca']
813,Tetramelaceae,[]
814,Fabaceae,"['Abrus', 'Acacia', 'Acmispon', 'Adenanthera', 'Adenocarpus', 'Adesmia', 'Aeschynomene', 'Afzelia', 'Albizia', 'Alhagi', 'Alysicarpus', 'Ammopiptanthus', 'Amorpha', 'Amphicarpaea', 'Anadenanthera', 'Andira', 'Anthyllis', 'Antopetitia', 'Apios', 'Arachis', 'Archidendron', 'Argyrolobium', 'Aspalathus', 'Astragalus', 'Baphia', 'Baptisia', 'Barbieria', 'Bauhinia', 'Biserrula', 'Bituminaria', 'Bossiaea', 'Brongniartia', 'Brya', 'Butea', 'Caesalpinia', 'Cajanus', 'Calliandra', 'Calophaca', 'Calopogonium', 'Canavalia', 'Caragana', 'Carmichaelia', 'Cassia', 'Centrosema', 'Ceratonia', 'Cercis', 'Chamaecrista', 'Chamaecytisus', 'Chapmannia', 'Christia', 'Cicer', 'Cladrastis', 'Clianthus', 'Clitoria', 'Codariocalyx', 'Cojoba', 'Cologania', 'Colophospermum', 'Colutea', 'Copaifera', 'Coronilla', 'Corynella', 'Coulteria', 'Coursetia', 'Crotalaria', 'Crudia', 'Cullen', 'Cyamopsis', 'Cynometra', 'Cytisophyllum', 'Cytisus', 'Dalbergia', 'Dalea', 'Daniellia', 'Delonix', 'Dendrolobium', 'Dermatophyllum', 'Derris', 'Desmanthus', 'Desmodium', 'Dialium', 'Dichrostachys', 'Dillwynia', 'Dioclea', 'Diphysa', 'Dipogon', 'Dipteryx', 'Dolichos', 'Dorycnium', 'Dussia', 'Ebenopsis', 'Ebenus', 'Entada', 'Enterolobium', 'Eriosema', 'Errazurizia', 'Erythrina', 'Erythrophleum', 'Erythrostemon', 'Eysenhardtia', 'Faidherbia', 'Falcataria', 'Flemingia', 'Galactia', 'Galega', 'Genista', 'Genistidium', 'Geoffroea', 'Gleditsia', 'Gliricidia', 'Glycine', 'Glycyrrhiza', 'Guibourtia', 'Guilandina', 'Gymnocladus', 'Haematoxylum', 'Halimodendron', 'Hardenbergia', 'Havardia', 'Hebestigma', 'Hedysarum', 'Hippocrepis', 'Hoffmannseggia', 'Hoita', 'Hosackia', 'Hymenaea', 'Hymenocarpos', 'Indigofera', 'Inga', 'Inocarpus', 'Intsia', 'Kanaloa', 'Kennedia', 'Kummerowia', 'Lablab', 'Laburnum', 'Lathyrus', 'Lebeckia', 'Lens', 'Lespedeza', 'Lessertia', 'Leucaena', 'Libidibia', 'Lonchocarpus', 'Lotononis', 'Lotus', 'Lupinus', 'Lysiloma', 'Maackia', 'Machaerium', 'Macroptilium', 'Macrotyloma', 'Marina', 'Mariosousa', 'Medicago', 'Melilotus', 'Melolobium', 'Mezonevron', 'Millettia', 'Mimosa', 'Mucuna', 'Mundulea', 'Myrospermum', 'Myroxylon', 'Neonotonia', 'Neorudolphia', 'Neptunia', 'Nissolia', 'Olneya', 'Onobrychis', 'Ononis', 'Orbexilum', 'Ormosia', 'Ornithopus', 'Otholobium', 'Oxylobium', 'Oxyrhynchus', 'Oxytropis', 'Pachyrhizus', 'Paraderris', 'Paraserianthes', 'Parkia', 'Parkinsonia', 'Parochetus', 'Parryella', 'Pediomelum', 'Peltophorum', 'Pentaclethra', 'Periandra', 'Pericopsis', 'Peteria', 'Phaseolus', 'Philenoptera', 'Physostigma', 'Pickeringia', 'Pictetia', 'Piscidia', 'Pisum', 'Pithecellobium', 'Platymiscium', 'Poincianella', 'Poitea', 'Pomaria', 'Prosopis', 'Pseudarthria', 'Psophocarpus', 'Psoralea', 'Psoralidium', 'Psorothamnus', 'Pterocarpus', 'Pueraria', 'Retama', 'Rhynchosia', 'Robinia', 'Rupertia', 'Samanea', 'Schizolobium', 'Schleinitzia', 'Scorpiurus', 'Securigera', 'Senegalia', 'Senna', 'Serianthes', 'Sesbania', 'Sophora', 'Spartium', 'Sphaerophysa', 'Sphenostylis', 'Sphinctospermum', 'Stahlia', 'Strongylodon', 'Strophostyles', 'Stryphnodendron', 'Stylosanthes', 'Styphnolobium', 'Swainsona', 'Tachigali', 'Tamarindus', 'Tara', 'Taralea', 'Tephrosia', 'Teramnus', 'Thermopsis', 'Ticanto', 'Tipuana', 'Trifolium', 'Trigonella', 'Tripodion', 'Tylosema', 'Ulex', 'Vachellia', 'Vicia', 'Vigna', 'Virgilia', 'Wiborgia', 'Wisteria', 'Zapoteca', 'Zornia']"
815,Polygalaceae,"['Asemeia', 'Badiera', 'Monnina', 'Muraltia', 'Phlebotaenia', 'Polygala', 'Rhinotropis', 'Salomonia', 'Securidaca']"
816,Quillajaceae,['Quillaja']
817,Surianaceae,['Suriana']
818,Betulaceae,"['Alnus', 'Betula', 'Carpinus', 'Corylus', 'Ostrya']"
819,Casuarinaceae,"['Allocasuarina', 'Casuarina']"
820,Fagaceae,"['Castanea', 'Castanopsis', 'Chrysolepis', 'Fagus', 'Lithocarpus', 'Quercus']"
821,Juglandaceae,"['Carya', 'Juglans', 'Oreomunnea', 'Platycarya', 'Pterocarya']"
822,Myricaceae,"['Comptonia', 'Morella', 'Myrica']"
823,Nothofagaceae,['Nothofagus']
824,Rhoipteleaceae,['Rhoiptelea']
825,Ticodendraceae,['Ticodendron']
826,Francoaceae,[]
827,Geraniaceae,"['Erodium', 'Geranium', 'Pelargonium']"
828,Ledocarpaceae,[]
829,Melianthaceae,"['Greyia', 'Melianthus']"
830,Vivianiaceae,[]
831,Dipentodontaceae,"['Dipentodon', 'Perrottetia']"
832,Gerrardinaceae,['Gerrardina']
833,Petenaeaceae,['Petenaea']
834,Tapisciaceae,"['Huertea', 'Tapiscia']"
835,Achariaceae,"['Caloncoba', 'Hydnocarpus', 'Pangium']"
836,Balanopaceae,[]
837,Bonnetiaceae,[]
838,Calophyllaceae,"['Calophyllum', 'Mammea', 'Marila']"
839,Caryocaraceae,['Caryocar']
840,Centroplacaceae,[]
841,Chrysobalanaceae,"['Chrysobalanus', 'Hirtella', 'Licania', 'Parinari']"
842,Clusiaceae,"['Clusia', 'Garcinia', 'Pentadesma', 'Platonia']"
843,Ctenolophonaceae,[]
844,Dichapetalaceae,[]
845,Elatinaceae,"['Bergia', 'Elatine']"
846,Erythroxylaceae,['Erythroxylum']
847,Euphorbiaceae,"['Acalypha', 'Adelia', 'Adenochlaena', 'Adriana', 'Alchornea', 'Alchorneopsis', 'Aleurites', 'Andrachne', 'Argythamnia', 'Astraea', 'Baliospermum', 'Baloghia', 'Bernardia', 'Bertya', 'Beyeria', 'Blachia', 'Bonania', 'Brasiliocroton', 'Calycopeplus', 'Caperonia', 'Chaetocarpus', 'Chiropetalum', 'Chrozophora', 'Claoxylon', 'Cleidion', 'Cnidoscolus', 'Codiaeum', 'Colliguaja', 'Croton', 'Dalechampia', 'Ditaxis', 'Ditrysinia', 'Ditta', 'Euphorbia', 'Excoecaria', 'Garcia', 'Givotia', 'Gymnanthes', 'Hevea', 'Hippomane', 'Homalanthus', 'Homonoia', 'Hura', 'Jatropha', 'Karima', 'Lasiocroton', 'Leidesia', 'Leucocroton', 'Lobanilia', 'Macaranga', 'Mallotus', 'Manihot', 'Melanolepis', 'Mercurialis', 'Micrandra', 'Microstachys', 'Monotaxis', 'Neoboutonia', 'Neoguillauminia', 'Neoshirakia', 'Ocalia', 'Pera', 'Plesiatropha', 'Plukenetia', 'Reutealis', 'Ricinocarpos', 'Ricinodendron', 'Ricinus', 'Sapium', 'Sauropus', 'Schinziophyton', 'Sebastiania', 'Securinega', 'Shirakiopsis', 'Speranskia', 'Stillingia', 'Sumbaviopsis', 'Tannodia', 'Tragia', 'Triadica', 'Trigonostemon', 'Vaupesia', 'Vernicia']"
848,Euphroniaceae,[]
849,Goupiaceae,[]
850,Humiriaceae,['Vantanea']
851,Hypericaceae,"['Hypericum', 'Triadenum', 'Vismia']"
852,Irvingiaceae,[]
853,Ixonanthaceae,[]
854,Lacistemataceae,[]
855,Linaceae,"['Hesperolinon', 'Linum', 'Radiola', 'Sclerolinon']"
856,Lophopyxidaceae,['Lophopyxis']
857,Malesherbiaceae,[]
858,Malpighiaceae,"['Aspicarpa', 'Banisteriopsis', 'Bunchosia', 'Byrsonima', 'Callaeum', 'Cottsia', 'Galphimia', 'Heteropterys', 'Hiptage', 'Hiraea', 'Janusia', 'Malpighia', 'Stigmaphyllon', 'Tetrapterys', 'Tristellateia']"
859,Medusagynaceae,[]
860,Ochnaceae,"['Ochna', 'Ouratea', 'Sauvagesia']"
861,Pandaceae,[]
862,Passifloraceae,"['Passiflora', 'Piriqueta', 'Turnera']"
863,Peraceae,[]
864,Phyllanthaceae,"['Antidesma', 'Baccaurea', 'Bischofia', 'Breynia', 'Bridelia', 'Cleistanthus', 'Flueggea', 'Glochidion', 'Heterosavia', 'Hieronyma', 'Leptopus', 'Margaritaria', 'Phyllanthopsis', 'Phyllanthus', 'Savia']"
865,Picrodendraceae,['Tetracoccus']
866,Podostemaceae,['Podostemum']
867,Putranjivaceae,['Drypetes']
868,Quiinaceae,[]
869,Rafflesiaceae,[]
870,Rhizophoraceae,"['Bruguiera', 'Cassipourea', 'Ceriops', 'Gynotroches', 'Rhizophora']"
871,Salicaceae,"['Banara', 'Casearia', 'Dovyalis', 'Flacourtia', 'Homalium', 'Laetia', 'Lunania', 'Oncoba', 'Populus', 'Prockia', 'Salix', 'Samyda', 'Xylosma']"
872,Trigoniaceae,[]
873,Turneraceae,[]
874,Violaceae,"['Hybanthus', 'Isodendrion', 'Melicytus', 'Viola']"
875,Bixaceae,"['Bixa', 'Diegodendron']"
876,Cistaceae,"['Cistus', 'Crocanthemum', 'Halimium', 'Helianthemum', 'Hudsonia', 'Lechea', 'Tuberaria']"
877,Cochlospermaceae,"['Amoreuxia', 'Cochlospermum']"
878,Cytinaceae,[]
879,Dipterocarpaceae,"['Dryobalanops', 'Hopea', 'Shorea', 'Vateria']"
880,Malvaceae,"['Abelmoschus', 'Abutilon', 'Adansonia', 'Aetoxylon', 'Alcea', 'Allosidastrum', 'Allowissadula', 'Althaea', 'Amyxa', 'Anisodontea', 'Anoda', 'Apeiba', 'Aquilaria', 'Argyrodendron', 'Ayenia', 'Bastardia', 'Bastardiopsis', 'Batesimalva', 'Berrya', 'Billieturnera', 'Bombax', 'Brachychiton', 'Callirhoe', 'Ceiba', 'Chiranthodendron', 'Cienfuegosia', 'Clappertonia', 'Cola', 'Columbia', 'Corchorus', 'Dombeya', 'Durio', 'Entelea', 'Eremalche', 'Fioria', 'Firmiana', 'Fremontodendron', 'Fryxellia', 'Gonystylus', 'Gossypium', 'Grewia', 'Guazuma', 'Gyrinops', 'Helicteres', 'Heliocarpus', 'Herissantia', 'Heritiera', 'Hermannia', 'Hibiscadelphus', 'Hibiscus', 'Hoheria', 'Horsfordia', 'Iliamna', 'Kleinhovia', 'Kokia', 'Kosteletzkya', 'Krapovickasia', 'Lagunaria', 'Lavatera', 'Luehea', 'Malachra', 'Malacothamnus', 'Malva', 'Malvastrum', 'Malvaviscus', 'Malvella', 'Melochia', 'Meximalva', 'Modiola', 'Napaea', 'Ochroma', 'Pachira', 'Pavonia', 'Pentapetes', 'Phymosia', 'Pimelea', 'Pseudabutilon', 'Pseudobombax', 'Pterygota', 'Quararibea', 'Rhynchosida', 'Sida', 'Sidalcea', 'Sidastrum', 'Sphaeralcea', 'Sterculia', 'Talipariti', 'Theobroma', 'Thespesia', 'Tilia', 'Trichospermum', 'Triumfetta', 'Urena', 'Waltheria', 'Wissadula']"
881,Muntingiaceae,['Muntingia']
882,Neuradaceae,[]
883,Sarcolaenaceae,[]
884,Sphaerosepalaceae,[]
885,Thymelaeaceae,"['Daphne', 'Daphnopsis', 'Dirca', 'Edgeworthia', 'Lagetta', 'Thymelaea', 'Wikstroemia']"
886,Alzateaceae,[]
887,Combretaceae,"['Anogeissus', 'Buchenavia', 'Bucida', 'Combretum', 'Conocarpus', 'Laguncularia', 'Lumnitzera', 'Quisqualis', 'Terminalia']"
888,Crypteroniaceae,[]
889,Lythraceae,"['Ammannia', 'Cuphea', 'Decodon', 'Didiplis', 'Ginoria', 'Heimia', 'Lagerstroemia', 'Lawsonia', 'Lythrum', 'Nesaea', 'Pemphis', 'Punica', 'Rotala', 'Sonneratia', 'Trapa']"
890,Melastomataceae,"['Acisanthera', 'Arthrostemma', 'Astronidium', 'Calycogonium', 'Clidemia', 'Conostegia', 'Dissotis', 'Graffenrieda', 'Henriettea', 'Heterocentron', 'Heterotis', 'Lavoisiera', 'Leandra', 'Macairea', 'Mecranium', 'Medinilla', 'Melastoma', 'Miconia', 'Mouriri', 'Nepsera', 'Ossaea', 'Oxyspora', 'Pterolepis', 'Rhexia', 'Sagraea', 'Tetrazygia', 'Tibouchina', 'Trembleya']"
891,Myrtaceae,"['Acca', 'Baeckea', 'Callistemon', 'Calothamnus', 'Calyptranthes', 'Calytrix', 'Chamelaucium', 'Corymbia', 'Decaspermum', 'Eucalyptus', 'Eugenia', 'Kunzea', 'Leptospermum', 'Lophostemon', 'Marlierea', 'Melaleuca', 'Metrosideros', 'Mosiera', 'Myrcia', 'Myrcianthes', 'Myrciaria', 'Myrtella', 'Myrtus', 'Pimenta', 'Plinia', 'Pseudanamomis', 'Psidium', 'Rhodomyrtus', 'Siphoneugena', 'Syncarpia', 'Syzygium', 'Tristaniopsis', 'Ugni', 'Verticordia']"
892,Onagraceae,"['Camissonia', 'Camissoniopsis', 'Chamerion', 'Chylismia', 'Chylismiella', 'Circaea', 'Clarkia', 'Epilobium', 'Eremothera', 'Eulobus', 'Fuchsia', 'Gayophytum', 'Lopezia', 'Ludwigia', 'Neoholmgrenia', 'Oenothera', 'Taraxia', 'Tetrapteron']"
893,Penaeaceae,[]
894,Vochysiaceae,[]
895,Brunelliaceae,['Brunellia']
896,Cephalotaceae,['Cephalotus']
897,Connaraceae,"['Connarus', 'Rourea']"
898,Cunoniaceae,"['Eucryphia', 'Weinmannia']"
899,Elaeocarpaceae,"['Aristotelia', 'Elaeocarpus', 'Sloanea']"
900,Huaceae,[]
901,Oxalidaceae,"['Averrhoa', 'Biophytum', 'Oxalis']"
902,Picramniaceae,"['Alvaradoa', 'Picramnia']"
903,Barbeyaceae,['Barbeya']
904,Cannabaceae,"['Cannabis', 'Celtis', 'Humulus', 'Trema']"
905,Dirachmaceae,[]
906,Elaeagnaceae,"['Elaeagnus', 'Hippophae', 'Shepherdia']"
907,Moraceae,"['Artocarpus', 'Batocarpus', 'Brosimum', 'Broussonetia', 'Castilla', 'Dorstenia', 'Fatoua', 'Ficus', 'Maclura', 'Milicia', 'Morus', 'Pseudolmedia', 'Streblus', 'Treculia', 'Trophis']"
908,Rhamnaceae,"['Adolphia', 'Alphitonia', 'Auerodendron', 'Berchemia', 'Ceanothus', 'Colletia', 'Colubrina', 'Condalia', 'Gouania', 'Hovenia', 'Karwinskia', 'Krugiodendron', 'Maesopsis', 'Paliurus', 'Reynosia', 'Rhamnus', 'Sageretia', 'Smythea', 'Ziziphus']"
909,Rosaceae,"['Acaena', 'Adenostoma', 'Agrimonia', 'Alchemilla', 'Amelanchier', 'Aphanes', 'Aronia', 'Aruncus', 'Cercocarpus', 'Chaenomeles', 'Chamaebatia', 'Chamaebatiaria', 'Chamaerhodos', 'Coleogyne', 'Comarum', 'Cotoneaster', 'Crataegus', 'Cydonia', 'Dalibarda', 'Dasiphora', 'Dryas', 'Drymocallis', 'Duchesnea', 'Eriobotrya', 'Exochorda', 'Fallugia', 'Filipendula', 'Fragaria', 'Geum', 'Gillenia', 'Heteromeles', 'Holodiscus', 'Horkelia', 'Horkeliella', 'Ivesia', 'Kelseya', 'Kerria', 'Luetkea', 'Lyonothamnus', 'Malacomeles', 'Malus', 'Neillia', 'Neviusia', 'Oemleria', 'Osteomeles', 'Peraphyllum', 'Petrophytum', 'Photinia', 'Physocarpus', 'Potentilla', 'Poteridium', 'Prinsepia', 'Prunus', 'Purshia', 'Pyracantha', 'Pyrus', 'Rhaphiolepis', 'Rhodotypos', 'Rosa', 'Rubus', 'Sanguisorba', 'Sibbaldia', 'Sibbaldiopsis', 'Sieversia', 'Sorbaria', 'Sorbus', 'Spiraea', 'Spiraeanthus', 'Stranvaesia', 'Vauquelinia', 'Waldsteinia', 'X', 'X']"
910,Ulmaceae,"['Planera', 'Ulmus', 'Zelkova']"
911,Urticaceae,"['Boehmeria', 'Cecropia', 'Cypholophus', 'Dendrocnide', 'Elatostema', 'Hesperocnide', 'Laportea', 'Maoutia', 'Neraudia', 'Parietaria', 'Phenax', 'Pilea', 'Pipturus', 'Pouzolzia', 'Procris', 'Rousselia', 'Soleirolia', 'Touchardia', 'Urera', 'Urtica']"
912,Anacardiaceae,"['Anacardium', 'Buchanania', 'Campnosperma', 'Choerospondias', 'Comocladia', 'Cotinus', 'Dracontomelon', 'Gluta', 'Lithrea', 'Malosma', 'Mangifera', 'Metopium', 'Pistacia', 'Rhus', 'Schinopsis', 'Schinus', 'Sclerocarya', 'Searsia', 'Semecarpus', 'Spondias', 'Toxicodendron']"
913,Biebersteiniaceae,[]
914,Burseraceae,"['Boswellia', 'Bursera', 'Canarium', 'Commiphora', 'Dacryodes', 'Tetragastris']"
915,Kirkiaceae,[]
916,Meliaceae,"['Aglaia', 'Aphanamixis', 'Azadirachta', 'Carapa', 'Cedrela', 'Dysoxylum', 'Entandrophragma', 'Guarea', 'Khaya', 'Lansium', 'Melia', 'Sandoricum', 'Swietenia', 'Toona', 'Trichilia', 'Xylocarpus']"
917,Nitrariaceae,['Peganum']
918,Rutaceae,"['Acronychia', 'Aegle', 'Agathosma', 'Amyris', 'Angostura', 'Boronia', 'Calodendrum', 'Casimiroa', 'Choisya', 'Citrus', 'Clausena', 'Cneoridium', 'Correa', 'Dictamnus', 'Eremocitrus', 'Esenbeckia', 'Flindersia', 'Fortunella', 'Galipea', 'Geleznowia', 'Glycosmis', 'Helietta', 'Limonia', 'Melicope', 'Microcitrus', 'Murraya', 'Phellodendron', 'Pilocarpus', 'Platydesma', 'Poncirus', 'Ptelea', 'Ravenia', 'Ruta', 'Severinia', 'Tetradium', 'Thamnosma', 'Triphasia', 'X', 'Zanthoxylum']"
919,Sapindaceae,"['Acer', 'Aesculus', 'Alectryon', 'Allophylus', 'Blighia', 'Cardiospermum', 'Cupania', 'Cupaniopsis', 'Dimocarpus', 'Dodonaea', 'Exothea', 'Filicium', 'Harpullia', 'Hypelate', 'Koelreuteria', 'Litchi', 'Matayba', 'Melicoccus', 'Nephelium', 'Paullinia', 'Sapindus', 'Schleichera', 'Serjania', 'Talisia', 'Thouinia', 'Tristiropsis', 'Ungnadia', 'Urvillea', 'Xanthoceras']"
920,Simaroubaceae,"['Ailanthus', 'Castela', 'Holacantha', 'Leitneria', 'Picrasma', 'Quassia', 'Samadera', 'Simarouba']"
921,Vitaceae,"['Ampelopsis', 'Cayratia', 'Cissus', 'Parthenocissus', 'Tetrastigma', 'Vitis']"
922,Krameriaceae,['Krameria']
923,Zygophyllaceae,"['Balanites', 'Bulnesia', 'Fagonia', 'Guaiacum', 'Kallstroemia', 'Larrea', 'Tribulus', 'Zygophyllum']"
924,Aptandraceae,['Ongokea']
925,Balanophoraceae,"['Balanophora', 'Helosis', 'Scybalium']"
926,Coulaceae,[]
927,Erythropalaceae,['Heisteria']
928,Loranthaceae,"['Dendropemon', 'Loranthus']"
929,Misodendraceae,['Misodendrum']
930,Octoknemaceae,[]
931,Olacaceae,[]
932,Opiliaceae,[]
933,Santalaceae,"['Antidaphne', 'Arceuthobium', 'Buckleya', 'Comandra', 'Dendrophthora', 'Eubrachion', 'Exocarpos', 'Geocaulon', 'Korthalsella', 'Nestronia', 'Phoradendron', 'Pyrularia', 'Santalum', 'Thesium', 'Viscum']"
934,Schoepfiaceae,['Schoepfia']
935,Strombosiaceae,[]
936,Ximeniaceae,['Ximenia']
937,Altingiaceae,['Liquidambar']
938,Aphanopetalaceae,[]
939,Cercidiphyllaceae,['Cercidiphyllum']
940,Crassulaceae,"['Aeonium', 'Cotyledon', 'Crassula', 'Diamorpha', 'Dudleya', 'Echeveria', 'Graptopetalum', 'Hylotelephium', 'Jovibarba', 'Kalanchoe', 'Lenophyllum', 'Phedimus', 'Rhodiola', 'Sedella', 'Sedum', 'Sempervivum', 'Villadia']"
941,Cynomoriaceae,[]
942,Daphniphyllaceae,[]
943,Grossulariaceae,['Ribes']
944,Haloragaceae,"['Gonocarpus', 'Haloragis', 'Myriophyllum', 'Proserpinaca']"
